timestamp, clocks.current.graphics [MHz], clocks.current.memory [MHz], pstate, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], fan.speed [%]
2024/12/17 21:08:32.469, 2775 MHz, 10251 MHz, P2, 91 %, 36 %, 14312 MiB, 252.30 W, 44 %
2024/12/17 21:08:32.972, 2775 MHz, 10251 MHz, P2, 98 %, 37 %, 14305 MiB, 254.00 W, 44 %
2024/12/17 21:08:33.474, 2775 MHz, 10251 MHz, P2, 96 %, 37 %, 14305 MiB, 253.48 W, 44 %
2024/12/17 21:08:33.976, 2775 MHz, 10251 MHz, P2, 98 %, 36 %, 14303 MiB, 251.87 W, 44 %
2024/12/17 21:08:34.479, 2775 MHz, 10251 MHz, P2, 94 %, 36 %, 14289 MiB, 254.24 W, 44 %
2024/12/17 21:08:34.987, 2775 MHz, 10251 MHz, P2, 99 %, 37 %, 14281 MiB, 251.51 W, 44 %
2024/12/17 21:08:35.489, 2775 MHz, 10251 MHz, P2, 95 %, 37 %, 14279 MiB, 251.08 W, 44 %
2024/12/17 21:08:35.991, 2775 MHz, 10251 MHz, P2, 95 %, 35 %, 14282 MiB, 250.62 W, 45 %
2024/12/17 21:08:36.495, 2775 MHz, 10251 MHz, P2, 97 %, 36 %, 14289 MiB, 252.54 W, 45 %
2024/12/17 21:08:37.003, 2775 MHz, 10251 MHz, P2, 95 %, 36 %, 14290 MiB, 253.19 W, 45 %
2024/12/17 21:08:37.506, 2775 MHz, 10251 MHz, P2, 95 %, 36 %, 14299 MiB, 251.96 W, 45 %
2024/12/17 21:08:38.009, 2775 MHz, 10251 MHz, P2, 96 %, 37 %, 14299 MiB, 253.22 W, 45 %
2024/12/17 21:08:38.517, 2775 MHz, 10251 MHz, P2, 94 %, 35 %, 14289 MiB, 251.39 W, 45 %
2024/12/17 21:08:39.021, 2775 MHz, 10251 MHz, P2, 92 %, 36 %, 14276 MiB, 250.60 W, 45 %
2024/12/17 21:08:39.525, 2775 MHz, 10251 MHz, P2, 95 %, 36 %, 14296 MiB, 250.98 W, 45 %
2024/12/17 21:08:40.028, 2775 MHz, 10251 MHz, P2, 95 %, 37 %, 14296 MiB, 253.80 W, 45 %
2024/12/17 21:08:40.533, 2775 MHz, 10251 MHz, P2, 94 %, 36 %, 14322 MiB, 252.27 W, 45 %
2024/12/17 21:08:41.035, 2775 MHz, 10251 MHz, P2, 95 %, 37 %, 14320 MiB, 252.24 W, 45 %
2024/12/17 21:08:41.538, 2775 MHz, 10251 MHz, P2, 93 %, 36 %, 14324 MiB, 249.71 W, 45 %
2024/12/17 21:08:42.043, 2775 MHz, 10251 MHz, P2, 94 %, 36 %, 14307 MiB, 250.30 W, 45 %
2024/12/17 21:08:42.546, 2775 MHz, 10251 MHz, P2, 95 %, 36 %, 14307 MiB, 249.98 W, 45 %
2024/12/17 21:08:43.052, 2775 MHz, 10251 MHz, P2, 96 %, 37 %, 14309 MiB, 252.26 W, 45 %
2024/12/17 21:08:43.554, 2775 MHz, 10251 MHz, P2, 97 %, 37 %, 14308 MiB, 254.98 W, 45 %
2024/12/17 21:08:44.057, 2775 MHz, 10251 MHz, P2, 94 %, 35 %, 14308 MiB, 253.55 W, 45 %
2024/12/17 21:08:44.562, 2775 MHz, 10251 MHz, P2, 97 %, 37 %, 14332 MiB, 253.72 W, 45 %
2024/12/17 21:08:45.069, 2775 MHz, 10251 MHz, P2, 90 %, 34 %, 14332 MiB, 252.17 W, 45 %
2024/12/17 21:08:45.571, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14332 MiB, 253.55 W, 45 %
2024/12/17 21:08:46.074, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14330 MiB, 253.55 W, 45 %
2024/12/17 21:08:46.579, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14341 MiB, 253.75 W, 45 %
2024/12/17 21:08:47.084, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14322 MiB, 253.35 W, 45 %
2024/12/17 21:08:47.588, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14321 MiB, 253.50 W, 45 %
2024/12/17 21:08:48.091, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14321 MiB, 254.63 W, 45 %
2024/12/17 21:08:48.594, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14321 MiB, 253.54 W, 45 %
2024/12/17 21:08:49.099, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14332 MiB, 253.46 W, 45 %
2024/12/17 21:08:49.602, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14332 MiB, 251.72 W, 45 %
2024/12/17 21:08:50.106, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14323 MiB, 253.35 W, 45 %
2024/12/17 21:08:50.611, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14316 MiB, 253.37 W, 45 %
2024/12/17 21:08:51.117, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14321 MiB, 252.98 W, 45 %
2024/12/17 21:08:51.619, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14320 MiB, 253.41 W, 45 %
2024/12/17 21:08:52.121, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14344 MiB, 253.55 W, 45 %
2024/12/17 21:08:52.625, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14353 MiB, 253.06 W, 45 %
2024/12/17 21:08:53.128, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14350 MiB, 252.54 W, 45 %
2024/12/17 21:08:53.635, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14350 MiB, 252.89 W, 45 %
2024/12/17 21:08:54.140, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14366 MiB, 253.36 W, 45 %
2024/12/17 21:08:54.649, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14365 MiB, 254.46 W, 45 %
2024/12/17 21:08:55.154, 2760 MHz, 10251 MHz, P2, 99 %, 35 %, 14359 MiB, 255.87 W, 45 %
2024/12/17 21:08:55.661, 2760 MHz, 10251 MHz, P2, 94 %, 32 %, 14348 MiB, 258.30 W, 45 %
2024/12/17 21:08:56.166, 2760 MHz, 10251 MHz, P2, 99 %, 33 %, 14359 MiB, 256.58 W, 46 %
2024/12/17 21:08:56.669, 2760 MHz, 10251 MHz, P2, 98 %, 32 %, 14352 MiB, 253.90 W, 46 %
2024/12/17 21:08:57.172, 2760 MHz, 10251 MHz, P2, 94 %, 32 %, 14335 MiB, 254.66 W, 46 %
2024/12/17 21:08:57.676, 2760 MHz, 10251 MHz, P2, 96 %, 32 %, 14333 MiB, 255.32 W, 46 %
2024/12/17 21:08:58.188, 2760 MHz, 10251 MHz, P2, 95 %, 32 %, 14333 MiB, 254.24 W, 46 %
2024/12/17 21:08:58.692, 2760 MHz, 10251 MHz, P2, 97 %, 34 %, 14332 MiB, 254.08 W, 46 %
2024/12/17 21:08:59.201, 2760 MHz, 10251 MHz, P2, 95 %, 32 %, 14322 MiB, 255.24 W, 46 %
2024/12/17 21:08:59.705, 2760 MHz, 10251 MHz, P2, 96 %, 34 %, 14321 MiB, 254.81 W, 46 %
2024/12/17 21:09:00.209, 2760 MHz, 10251 MHz, P2, 98 %, 35 %, 14323 MiB, 254.17 W, 46 %
2024/12/17 21:09:00.719, 2760 MHz, 10251 MHz, P2, 97 %, 34 %, 14324 MiB, 254.36 W, 46 %
2024/12/17 21:09:01.224, 2760 MHz, 10251 MHz, P2, 96 %, 34 %, 14336 MiB, 253.13 W, 46 %
2024/12/17 21:09:01.731, 2760 MHz, 10251 MHz, P2, 95 %, 33 %, 14352 MiB, 253.21 W, 46 %
2024/12/17 21:09:02.236, 2760 MHz, 10251 MHz, P2, 97 %, 32 %, 14359 MiB, 254.38 W, 46 %
2024/12/17 21:09:02.739, 2760 MHz, 10251 MHz, P2, 92 %, 30 %, 14349 MiB, 255.55 W, 46 %
2024/12/17 21:09:03.243, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14356 MiB, 253.64 W, 46 %
2024/12/17 21:09:03.750, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14354 MiB, 250.42 W, 46 %
2024/12/17 21:09:04.271, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 14362 MiB, 249.61 W, 46 %
2024/12/17 21:09:04.776, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 14371 MiB, 249.51 W, 46 %
2024/12/17 21:09:05.286, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14359 MiB, 251.26 W, 46 %
2024/12/17 21:09:05.792, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14366 MiB, 252.37 W, 46 %
2024/12/17 21:09:06.310, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14366 MiB, 250.98 W, 46 %
2024/12/17 21:09:06.818, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14363 MiB, 249.94 W, 46 %
2024/12/17 21:09:07.321, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14363 MiB, 250.57 W, 46 %
2024/12/17 21:09:07.823, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14356 MiB, 249.04 W, 46 %
2024/12/17 21:09:08.327, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14342 MiB, 249.11 W, 46 %
2024/12/17 21:09:08.835, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14335 MiB, 250.18 W, 46 %
2024/12/17 21:09:09.338, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14334 MiB, 250.61 W, 46 %
2024/12/17 21:09:09.844, 2760 MHz, 10251 MHz, P2, 95 %, 34 %, 14328 MiB, 248.50 W, 46 %
2024/12/17 21:09:10.350, 2760 MHz, 10251 MHz, P2, 93 %, 35 %, 14328 MiB, 248.87 W, 46 %
2024/12/17 21:09:10.859, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14327 MiB, 251.31 W, 46 %
2024/12/17 21:09:11.367, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 14327 MiB, 252.48 W, 46 %
2024/12/17 21:09:11.873, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14327 MiB, 251.12 W, 46 %
2024/12/17 21:09:12.382, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14326 MiB, 248.48 W, 46 %
2024/12/17 21:09:12.902, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14327 MiB, 249.89 W, 46 %
2024/12/17 21:09:13.406, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14324 MiB, 251.77 W, 46 %
2024/12/17 21:09:13.919, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14324 MiB, 251.52 W, 46 %
2024/12/17 21:09:14.423, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14321 MiB, 252.89 W, 46 %
2024/12/17 21:09:14.932, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14320 MiB, 251.83 W, 46 %
2024/12/17 21:09:15.435, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14331 MiB, 252.28 W, 46 %
2024/12/17 21:09:15.940, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 14325 MiB, 253.35 W, 46 %
2024/12/17 21:09:16.447, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 14318 MiB, 251.38 W, 46 %
2024/12/17 21:09:16.954, 2760 MHz, 10251 MHz, P2, 91 %, 35 %, 14317 MiB, 250.10 W, 46 %
2024/12/17 21:09:17.465, 2760 MHz, 10251 MHz, P2, 96 %, 35 %, 14318 MiB, 253.26 W, 46 %
2024/12/17 21:09:17.972, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14316 MiB, 252.15 W, 46 %
2024/12/17 21:09:18.476, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14314 MiB, 251.49 W, 46 %
2024/12/17 21:09:18.986, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 14316 MiB, 250.79 W, 46 %
2024/12/17 21:09:19.493, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14314 MiB, 250.50 W, 46 %
2024/12/17 21:09:20.002, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 14311 MiB, 252.11 W, 46 %
2024/12/17 21:09:20.507, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14325 MiB, 250.50 W, 46 %
2024/12/17 21:09:21.013, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14324 MiB, 249.49 W, 46 %
2024/12/17 21:09:21.520, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14317 MiB, 249.73 W, 47 %
2024/12/17 21:09:22.026, 2760 MHz, 10251 MHz, P2, 92 %, 35 %, 14317 MiB, 249.88 W, 47 %
2024/12/17 21:09:22.538, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 14327 MiB, 252.60 W, 46 %
2024/12/17 21:09:23.043, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14327 MiB, 253.78 W, 47 %
2024/12/17 21:09:23.550, 2760 MHz, 10251 MHz, P2, 96 %, 35 %, 14327 MiB, 251.96 W, 47 %
2024/12/17 21:09:24.058, 2760 MHz, 10251 MHz, P2, 98 %, 35 %, 14328 MiB, 251.69 W, 47 %
2024/12/17 21:09:24.567, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 14328 MiB, 251.60 W, 47 %
2024/12/17 21:09:25.077, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14337 MiB, 251.45 W, 46 %
2024/12/17 21:09:25.585, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14337 MiB, 251.92 W, 46 %
2024/12/17 21:09:26.089, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14341 MiB, 254.16 W, 46 %
2024/12/17 21:09:26.592, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14340 MiB, 254.08 W, 46 %
2024/12/17 21:09:27.100, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14340 MiB, 251.71 W, 46 %
2024/12/17 21:09:27.605, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14340 MiB, 252.59 W, 47 %
2024/12/17 21:09:28.115, 2760 MHz, 10251 MHz, P2, 91 %, 35 %, 14340 MiB, 251.99 W, 46 %
2024/12/17 21:09:28.623, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14340 MiB, 254.17 W, 46 %
2024/12/17 21:09:29.126, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14348 MiB, 254.21 W, 47 %
2024/12/17 21:09:29.635, 2760 MHz, 10251 MHz, P2, 91 %, 36 %, 14350 MiB, 252.68 W, 47 %
2024/12/17 21:09:30.140, 2760 MHz, 10251 MHz, P2, 98 %, 40 %, 14368 MiB, 253.27 W, 47 %
2024/12/17 21:09:30.648, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14376 MiB, 253.51 W, 47 %
2024/12/17 21:09:31.159, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 14368 MiB, 252.68 W, 47 %
2024/12/17 21:09:31.670, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14369 MiB, 251.18 W, 47 %
2024/12/17 21:09:32.176, 2760 MHz, 10251 MHz, P2, 99 %, 39 %, 14372 MiB, 252.17 W, 47 %
2024/12/17 21:09:32.684, 2760 MHz, 10251 MHz, P2, 90 %, 36 %, 14395 MiB, 251.68 W, 47 %
2024/12/17 21:09:33.187, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14397 MiB, 251.03 W, 47 %
2024/12/17 21:09:33.690, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14403 MiB, 254.39 W, 47 %
2024/12/17 21:09:34.193, 2760 MHz, 10251 MHz, P2, 90 %, 37 %, 14400 MiB, 252.96 W, 47 %
2024/12/17 21:09:34.702, 2760 MHz, 10251 MHz, P2, 93 %, 38 %, 14401 MiB, 251.48 W, 47 %
2024/12/17 21:09:35.208, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 14399 MiB, 249.64 W, 47 %
2024/12/17 21:09:35.715, 2760 MHz, 10251 MHz, P2, 91 %, 38 %, 14401 MiB, 250.61 W, 47 %
2024/12/17 21:09:36.223, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 14401 MiB, 251.92 W, 47 %
2024/12/17 21:09:36.727, 2760 MHz, 10251 MHz, P2, 91 %, 37 %, 14405 MiB, 253.78 W, 47 %
2024/12/17 21:09:37.238, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 14405 MiB, 254.71 W, 47 %
2024/12/17 21:09:37.756, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14405 MiB, 254.80 W, 47 %
2024/12/17 21:09:38.267, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14406 MiB, 254.56 W, 47 %
2024/12/17 21:09:38.771, 2760 MHz, 10251 MHz, P2, 92 %, 34 %, 14405 MiB, 252.82 W, 47 %
2024/12/17 21:09:39.277, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14405 MiB, 254.74 W, 47 %
2024/12/17 21:09:39.785, 2760 MHz, 10251 MHz, P2, 95 %, 34 %, 14404 MiB, 255.02 W, 47 %
2024/12/17 21:09:40.291, 2760 MHz, 10251 MHz, P2, 91 %, 35 %, 14403 MiB, 253.86 W, 47 %
2024/12/17 21:09:40.798, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14406 MiB, 246.27 W, 47 %
2024/12/17 21:09:41.305, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 14405 MiB, 246.98 W, 47 %
2024/12/17 21:09:41.810, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 14405 MiB, 245.30 W, 47 %
2024/12/17 21:09:42.321, 2760 MHz, 10251 MHz, P2, 96 %, 33 %, 14406 MiB, 253.74 W, 47 %
2024/12/17 21:09:42.831, 2760 MHz, 10251 MHz, P2, 96 %, 34 %, 14402 MiB, 255.63 W, 47 %
2024/12/17 21:09:43.336, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14403 MiB, 256.36 W, 47 %
2024/12/17 21:09:43.841, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14404 MiB, 255.46 W, 47 %
2024/12/17 21:09:44.358, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14403 MiB, 252.68 W, 47 %
2024/12/17 21:09:44.864, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14403 MiB, 252.51 W, 47 %
2024/12/17 21:09:45.367, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 14404 MiB, 254.44 W, 47 %
2024/12/17 21:09:45.870, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 14404 MiB, 254.21 W, 47 %
2024/12/17 21:09:46.376, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 14401 MiB, 253.37 W, 47 %
2024/12/17 21:09:46.887, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 14402 MiB, 254.30 W, 47 %
2024/12/17 21:09:47.390, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14404 MiB, 253.61 W, 47 %
2024/12/17 21:09:47.899, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 14403 MiB, 253.11 W, 47 %
2024/12/17 21:09:48.404, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 14402 MiB, 254.37 W, 47 %
2024/12/17 21:09:48.913, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 14401 MiB, 254.08 W, 47 %
2024/12/17 21:09:49.425, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 14400 MiB, 253.95 W, 47 %
2024/12/17 21:09:49.937, 2760 MHz, 10251 MHz, P2, 93 %, 38 %, 14401 MiB, 254.30 W, 47 %
2024/12/17 21:09:50.443, 2760 MHz, 10251 MHz, P2, 92 %, 38 %, 14391 MiB, 254.46 W, 47 %
2024/12/17 21:09:50.950, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14391 MiB, 256.08 W, 47 %
2024/12/17 21:09:51.459, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14391 MiB, 255.41 W, 47 %
2024/12/17 21:09:51.966, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14391 MiB, 254.11 W, 47 %
2024/12/17 21:09:52.474, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14389 MiB, 253.30 W, 47 %
2024/12/17 21:09:52.983, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14379 MiB, 253.59 W, 47 %
2024/12/17 21:09:53.486, 2760 MHz, 10251 MHz, P2, 99 %, 35 %, 14378 MiB, 254.15 W, 47 %
2024/12/17 21:09:53.989, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 14378 MiB, 252.10 W, 47 %
2024/12/17 21:09:54.492, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 14372 MiB, 252.01 W, 47 %
2024/12/17 21:09:55.002, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14372 MiB, 254.88 W, 47 %
2024/12/17 21:09:55.506, 2760 MHz, 10251 MHz, P2, 92 %, 35 %, 14370 MiB, 253.69 W, 47 %
2024/12/17 21:09:56.016, 2760 MHz, 10251 MHz, P2, 90 %, 35 %, 14372 MiB, 251.91 W, 47 %
2024/12/17 21:09:56.522, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14375 MiB, 253.73 W, 47 %
2024/12/17 21:09:57.029, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 14373 MiB, 253.19 W, 47 %
2024/12/17 21:09:57.534, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14380 MiB, 252.74 W, 47 %
2024/12/17 21:09:58.039, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 14373 MiB, 251.40 W, 47 %
2024/12/17 21:09:58.551, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 14378 MiB, 250.66 W, 47 %
2024/12/17 21:09:59.056, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 14379 MiB, 251.45 W, 47 %
2024/12/17 21:09:59.564, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 14381 MiB, 252.43 W, 47 %
2024/12/17 21:10:00.069, 2760 MHz, 10251 MHz, P2, 94 %, 39 %, 14380 MiB, 250.49 W, 47 %
2024/12/17 21:10:00.574, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 14379 MiB, 251.44 W, 47 %
2024/12/17 21:10:01.084, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 14379 MiB, 252.60 W, 47 %
2024/12/17 21:10:01.593, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14377 MiB, 252.02 W, 47 %
2024/12/17 21:10:02.100, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14387 MiB, 252.82 W, 47 %
2024/12/17 21:10:02.608, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14386 MiB, 253.09 W, 47 %
2024/12/17 21:10:03.116, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14386 MiB, 253.23 W, 47 %
2024/12/17 21:10:03.622, 2745 MHz, 10251 MHz, P2, 96 %, 37 %, 14384 MiB, 250.85 W, 47 %
2024/12/17 21:10:04.130, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 14387 MiB, 253.92 W, 47 %
2024/12/17 21:10:04.637, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14397 MiB, 254.32 W, 47 %
2024/12/17 21:10:05.140, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 14395 MiB, 250.82 W, 47 %
2024/12/17 21:10:05.645, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 14387 MiB, 251.43 W, 47 %
2024/12/17 21:10:06.149, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14385 MiB, 252.22 W, 47 %
2024/12/17 21:10:06.657, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14387 MiB, 252.22 W, 47 %
2024/12/17 21:10:07.164, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 14390 MiB, 253.47 W, 47 %
2024/12/17 21:10:07.670, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14388 MiB, 253.76 W, 47 %
2024/12/17 21:10:08.181, 2760 MHz, 10251 MHz, P2, 93 %, 38 %, 14389 MiB, 253.85 W, 47 %
2024/12/17 21:10:08.686, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 14391 MiB, 254.72 W, 47 %
2024/12/17 21:10:09.192, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 14390 MiB, 253.46 W, 47 %
2024/12/17 21:10:09.699, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14383 MiB, 253.83 W, 47 %
2024/12/17 21:10:10.206, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14383 MiB, 251.61 W, 47 %
2024/12/17 21:10:10.718, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14383 MiB, 252.41 W, 47 %
2024/12/17 21:10:11.226, 2760 MHz, 10251 MHz, P2, 99 %, 35 %, 14399 MiB, 252.75 W, 47 %
2024/12/17 21:10:11.736, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14413 MiB, 253.36 W, 47 %
2024/12/17 21:10:12.242, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14413 MiB, 251.89 W, 47 %
2024/12/17 21:10:12.751, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 14413 MiB, 252.57 W, 47 %
2024/12/17 21:10:13.257, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14413 MiB, 248.01 W, 47 %
2024/12/17 21:10:13.766, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14414 MiB, 247.07 W, 47 %
2024/12/17 21:10:14.272, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 14413 MiB, 250.79 W, 47 %
2024/12/17 21:10:14.779, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 14413 MiB, 249.58 W, 47 %
2024/12/17 21:10:15.287, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14415 MiB, 251.28 W, 47 %
2024/12/17 21:10:15.791, 2760 MHz, 10251 MHz, P2, 92 %, 38 %, 14414 MiB, 250.57 W, 47 %
2024/12/17 21:10:16.293, 2760 MHz, 10251 MHz, P2, 94 %, 39 %, 14412 MiB, 251.24 W, 47 %
2024/12/17 21:10:16.795, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 14411 MiB, 250.26 W, 47 %
2024/12/17 21:10:17.298, 2760 MHz, 10251 MHz, P2, 95 %, 40 %, 14421 MiB, 249.42 W, 47 %
2024/12/17 21:10:17.800, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14421 MiB, 251.20 W, 47 %
2024/12/17 21:10:18.303, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 14422 MiB, 251.62 W, 47 %
2024/12/17 21:10:18.818, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 14420 MiB, 251.85 W, 47 %
2024/12/17 21:10:19.320, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14419 MiB, 251.45 W, 47 %
2024/12/17 21:10:19.832, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14420 MiB, 253.33 W, 47 %
2024/12/17 21:10:20.335, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 14423 MiB, 252.84 W, 47 %
2024/12/17 21:10:20.848, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14423 MiB, 250.94 W, 47 %
2024/12/17 21:10:21.351, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14438 MiB, 250.17 W, 47 %
2024/12/17 21:10:21.857, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14432 MiB, 249.71 W, 47 %
